Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
MISIONES,San Pedro,Cruce Caballero,408,,,,SI,,,,,,54112010,-26.537947028774,-53.943732495610
MISIONES,San Pedro,Paraíso,975,,,,SI,,SI,,,,54112020,-26.683566389104,-54.205010748488
MISIONES,San Pedro,Piñalito Sur,107,,,,SI,,SI,,,,54112030,-26.416078134041,-53.836913446621
MISIONES,San Pedro,San Pedro,10397,,SI,,SI,,SI,SI,SI,SI,54112040,-26.619790307104,-54.114681894284
MISIONES,San Pedro,Tobuna,350,,,,SI,,SI,,,SI,54112050,-26.466441757579,-53.891988814239
NEUQUEN,Aluminé,Aluminé,4591,,SI,,,SI,SI,SI,,SI,58007010,-39.239500662210,-70.918013149147
NEUQUEN,Aluminé,Moquehue,270,,,,,SI,SI,,,,58007015,-38.943184151378,-71.328293444659
NEUQUEN,Aluminé,Villa Pehuenia,700,SI,,SI,,SI,SI,SI,,SI,58007020,-38.883856737670,-71.172134141829
NEUQUEN,Añelo,Aguada San Roque,135,,,,,,,,SI,SI,58014005,-37.999479176797,-68.923110397569
NEUQUEN,Añelo,Añelo,2449,,SI,,SI,SI,SI,SI,SI,SI,58014010,-38.351444022142,-68.791971558617
NEUQUEN,Añelo,San Patricio del Chañar,6474,,SI,,SI,SI,SI,SI,SI,SI,58014020,-38.625782406966,-68.298645681682
NEUQUEN,Catan LilL,Las Coloradas,873,,,SI,,SI,SI,SI,,,58021010,-39.557863882269,-70.593289465376
NEUQUEN,Chos Malal,Chos Malal,13092,SI,,SI,SI,SI,SI,SI,SI,SI,58042010,-37.379256659351,-70.272377222319
NEUQUEN,Chos Malal,Tricao Malal,533,,,,,,SI,SI,,,58042020,-37.042849039983,-70.334717577893
NEUQUEN,Chos Malal,Villa del Curi Leuvú,148,,,,,,,,,,58042030,-37.133736520259,-70.396923125034
NEUQUEN,Confluencia,Neuquén,231198,SI,SI,SI,SI,SI,SI,SI,SI,SI,58035070,-38.949285679603,-68.083905762198
NEUQUEN,Confluencia,Plaza Huincul,13172,,,,,SI,SI,,SI,SI,58035090,-38.929070953213,-69.202159443523
NEUQUEN,Confluencia,Plottier,32390,SI,SI,,SI,SI,SI,SI,SI,SI,58035100,-38.951056161121,-68.247840386505
NEUQUEN,Confluencia,Senillosa,7542,,,,SI,SI,SI,SI,SI,SI,58035110,-39.011303480154,-68.433383391128
NEUQUEN,Confluencia,Villa El Chocón,707,,,SI,,,SI,SI,,SI,58035120,-39.261010178563,-68.784256422357
NEUQUEN,Confluencia,Vista Alegre Norte,895,SI,,,SI,,SI,SI,SI,SI,58035130,-38.727712312768,-68.172143886237
NEUQUEN,Confluencia,Vista Alegre Sur,1513,SI,,,SI,SI,,SI,,,58035140,-38.771553725500,-68.136918719849
MENDOZA,Luján de Cuyo,Luján de Cuyo,82615,SI,SI,SI,SI,SI,SI,SI,SI,SI,50063090,-33.032866562624,-68.891206626139
MENDOZA,Luján de Cuyo,MAYOR DRUMMOND,0,,,,SI,,SI,,SI,SI,50063060,-33.003839161162,-68.861296696444
MENDOZA,Luján de Cuyo,Perdriel,8531,SI,,SI,SI,,SI,SI,SI,,50063100,-33.069009639244,-68.898601069805
MENDOZA,Luján de Cuyo,Piedras Blancas,0,,,,,,,,,,50063050,-33.019880474200,-69.303003680892
MENDOZA,Luján de Cuyo,Potrerillos,292,,,,SI,SI,SI,SI,SI,SI,50063110,-32.945486814506,-69.208644906350
MENDOZA,Luján de Cuyo,Ugarteche,4561,,,,SI,,SI,SI,SI,SI,50063120,-33.210945157322,-68.897208804199
MENDOZA,Luján de Cuyo,Valle Del Sol,0,,,,,,,,,,50063050,-33.017425560747,-69.297291462604
MENDOZA,Luján de Cuyo,Villa El Refugio,0,,,,,,,,,,50063050,-32.997529630971,-69.317680250878
MENDOZA,Luján de Cuyo,VISTALBA,0,,,,SI,,SI,,SI,SI,50063060,-33.023791897610,-68.924743240267
MENDOZA,Maipú,Barrancas,194,,,,,,SI,SI,SI,SI,50070010,-33.083335540024,-68.734379255702
MENDOZA,Maipú,Barrio Jesús de Nazaret,399,,,,,,SI,,,,50070020,-33.010324417970,-68.726592053724
MENDOZA,Maipú,COQUIMBITO,0,,,,SI,,,,SI,SI,50070090,-32.979254559349,-68.808983844418
MENDOZA,Maipú,Cruz de Piedra,1536,,,,SI,,SI,SI,SI,SI,50070030,-33.029339110010,-68.792241224827
MENDOZA,Maipú,El Pedregal,232,,,,,,SI,,,,50070040,-32.855880501470,-68.654479353101
NEUQUEN,Collón Curá,Piedra del Águila,3669,,,SI,,SI,,SI,SI,SI,58028010,-40.046553863861,-70.077319578901
NEUQUEN,Collón Curá,Santo Tomás,219,,,,,SI,,SI,,,58028020,-39.821800727861,-70.102888484948
NEUQUEN,Confluencia,11 de Octubre,236,SI,,,SI,,,SI,SI,SI,58035080,-38.878684024658,-68.100170720174
NEUQUEN,Confluencia,Arroyito,90,,,,,,SI,,SI,SI,58035010,-39.074399796131,-68.570335064253
NEUQUEN,Confluencia,Barrio Ruca Luhé,110,,,,SI,,,SI,,,58035020,-38.754390712324,-68.180339974328
NEUQUEN,Confluencia,Centenario,32928,SI,SI,,SI,SI,SI,SI,SI,SI,58035030,-38.827577708111,-68.153219163930
NEUQUEN,Confluencia,Cutral Có,35465,SI,,SI,SI,SI,SI,,SI,SI,58035040,-38.936601613552,-69.241339033288
NEUQUEN,Confluencia,El Chocón,426,,,,,SI,SI,,,,58035050,-39.258978642530,-68.826872366092
NEUQUEN,Confluencia,Mari Menuco,82,,,,,,SI,,SI,SI,58035060,-38.538304333069,-68.557547832041
NEUQUEN,Huiliches,Junín de los Andes,12621,SI,SI,SI,SI,SI,SI,SI,SI,SI,58049010,-39.949472013836,-71.070333560914
JUJUY,SANTA BARBARA,El Piquete,2521,SI,,,,,SI,SI,SI,SI,38070020,-24.181024120373,-64.679006019687
JUJUY,SANTA BARBARA,El Talar,2901,,,,,SI,SI,SI,,,38070030,-23.555878664064,-64.361463911997
JUJUY,SANTA BARBARA,Palma Sola,3791,,,,,SI,SI,SI,,SI,38070040,-23.979101576843,-64.306641163362
JUJUY,SANTA BARBARA,Puente Lavayén,213,,,,,,,,,,38070050,-24.271503304880,-64.714692753842
JUJUY,SANTA BARBARA,Santa Clara,4298,SI,,,,SI,SI,SI,SI,SI,38070060,-24.309875649030,-64.662872822066
JUJUY,SANTA BARBARA,Vinalito,757,,,,,,SI,,,,38070070,-23.667830037071,-64.413830233478
JUJUY,Santa Catalina,Casira,176,,,,SI,,,,,,38077010,-21.969379643747,-65.900391482913
JUJUY,Santa Catalina,Ciénega,278,,,,SI,,,,,,38077020,-22.186444570320,-66.409389830894
JUJUY,Santa Catalina,Cieneguillas,286,,,,SI,,,,,,38077030,-22.099821454663,-65.867729164302
JUJUY,Santa Catalina,Cusi Cusi,243,,,,SI,,,,,,38077040,-22.340214736496,-66.494020551402
JUJUY,Santa Catalina,El Angosto,25,,,,,,,,,,38077045,-21.817292548281,-66.179236666540
JUJUY,Santa Catalina,La Ciénega,95,,,,,,,,,,38077050,-21.915353183805,-66.250799531529
JUJUY,Santa Catalina,Misarrumi,36,,,,,SI,,,,,38077060,-22.214344336907,-66.336561616708
JUJUY,Santa Catalina,Oratorio,96,,,,SI,,,,,,38077070,-22.065687879164,-66.078508796146
JUJUY,Santa Catalina,Paicone,64,,,,SI,,,,,,38077080,-22.195691521812,-66.420168475368
JUJUY,Santa Catalina,San Juan de Oros,27,,,,,,,,,,38077090,-22.192824828848,-66.349215985465
JUJUY,Santa Catalina,Santa Catalina,305,,,,SI,SI,,,,,38077100,-21.944372047576,-66.052513308798
JUJUY,Santa Catalina,Yoscaba,34,,,,,,,,,,38077110,-22.164584386560,-65.983331325116
JUJUY,Susques,Catua,427,,,,SI,,,,,,38084010,-23.861850793472,-67.004124305133
JUJUY,Susques,Coranzuli,333,,,,SI,,,,,,38084020,-23.013294948241,-66.379288421651
JUJUY,Susques,El Toro,121,,,,SI,SI,,,,,38084030,-23.138975058724,-66.752445875130
JUJUY,Susques,Huáncar,133,,,,SI,,,,,,38084040,-23.601605320010,-66.413317571844
JUJUY,Susques,Jama,67,,,,SI,,,,,,38084045,-23.259929195553,-67.023688781053
LA PAMPA,Realicó,Embajador Martini,1336,SI,,,SI,SI,SI,SI,,SI,42133040,-35.386185480890,-64.283685725732
LA PAMPA,Realicó,Falucho,177,,,,,SI,SI,SI,,,42133050,-35.189081442663,-64.103873225115
LA PAMPA,Realicó,Ingeniero Luiggi,4659,,,,SI,SI,SI,SI,SI,SI,42133060,-35.383750438497,-64.468568599159
LA PAMPA,Realicó,Ojeda,70,,,,,,SI,,,,42133070,-35.306827768653,-64.005472555036
LA PAMPA,Realicó,Realicó,7343,SI,,SI,SI,SI,SI,SI,SI,SI,42133080,-35.036885753612,-64.245420967395
LA PAMPA,Toay,Cachirulo,40,,,,,,,,SI,SI,42140005,-36.747396151610,-64.367390701833
LA PAMPA,Toay,Naicó,3,,,,,,,,,,42140010,-36.928386522289,-64.395250858759
LA PAMPA,Toay,Toay,11626,SI,SI,,SI,SI,SI,SI,SI,SI,42140020,-36.675157765289,-64.380325380658
LA PAMPA,Trenel,Arata,1026,,,,SI,SI,SI,SI,SI,SI,42147010,-35.638123185807,-64.357412564464
LA PAMPA,Trenel,Metileo,483,,,,,SI,SI,SI,SI,SI,42147020,-35.773243872928,-63.942830888667
LA PAMPA,Trenel,Trenel,3387,SI,SI,,,SI,SI,SI,SI,SI,42147030,-35.694174331885,-64.135899967610
LA PAMPA,Utracán,Ataliva Roca,707,,,,SI,SI,SI,SI,SI,SI,42154010,-37.032331572865,-64.286572443351
LA PAMPA,Utracán,Chacharramendi,226,,,,,SI,SI,SI,,SI,42154020,-37.331814776210,-65.650772794634
LA PAMPA,Utracán,Colonia Santa María,289,,,SI,SI,,SI,SI,,,42154030,-37.495243578330,-64.224880548177
LA PAMPA,Utracán,General Acha,12184,SI,SI,,SI,SI,SI,SI,SI,SI,42154040,-37.373672668717,-64.603896471126
LA PAMPA,Utracán,Quehué,422,,,,SI,SI,SI,SI,,,42154050,-37.121200502874,-64.513366162831
LA PAMPA,Utracán,Unanué,69,,,,SI,,SI,,,,42154060,-37.543976722243,-64.352555486431
LA RIOJA,Arauco,Aimogasta,12249,SI,SI,,SI,SI,SI,SI,SI,SI,46007010,-28.558989844652,-66.827285101764
LA RIOJA,Arauco,Arauco,852,,,,,,,,,,46007020,-28.583403187020,-66.803641293763
LA RIOJA,Arauco,Bañado de los Pantanos,534,,,,,,,,,,46007030,-28.387178803428,-66.836912234837
LA RIOJA,Arauco,Estación Mazán,407,,,,,SI,SI,,,SI,46007040,-28.664826299363,-66.516619560967
LA RIOJA,Arauco,Machigasta,0,,,,,,,,SI,SI,46007040,-28.541084377481,-66.807029610531
LA RIOJA,Arauco,San Antonio,0,,,,,,,,,SI,46007040,-28.555380137650,-66.801385652818
LA RIOJA,Arauco,Termas de Santa Teresita,124,,,,,,,,,,46007045,-28.591774966521,-66.556388593111
LA RIOJA,Arauco,Villa Mazán,1090,,,,,,SI,SI,,,46007050,-28.658628183446,-66.555275885300
LA RIOJA,General Belgrano,Loma Blanca,731,,,,,SI,,,,SI,46063030,-30.644613781074,-66.238741686799
LA RIOJA,Capital,La Rioja,178872,SI,SI,SI,SI,SI,SI,SI,SI,SI,46014010,-29.421782766809,-66.856675379963
LA RIOJA,Castro Barros,Aminga,833,,SI,,SI,,SI,SI,,,46021010,-28.855460984577,-66.937661766178
LA RIOJA,Castro Barros,Anillaco,1573,,SI,,SI,SI,,SI,,SI,46021020,-28.815590026252,-66.943924571490
LA RIOJA,Castro Barros,Anjullón,418,,SI,,SI,,SI,SI,,,46021030,-28.727250942890,-66.932894467729
LA RIOJA,Castro Barros,Chuquis,236,,SI,,,,,,,,46021040,-28.897980182251,-66.976519495754
LA RIOJA,Castro Barros,Los Molinos,244,,SI,,,,SI,,,,46021050,-28.754415228174,-66.938920293992
LA RIOJA,Castro Barros,Pinchas,390,,SI,,,,SI,,,,46021060,-28.937076026991,-66.966517149604
LA RIOJA,Castro Barros,San Pedro,298,,SI,,,,SI,SI,,,46021070,-28.669709045796,-66.928133837910
LA RIOJA,Castro Barros,Santa Vera Cruz,123,,,,,,SI,,,,46021080,-28.683504219205,-66.965493986851
LA RIOJA,Chamical,Chamical,12919,SI,SI,,SI,SI,SI,SI,SI,SI,46035010,-30.377295161336,-66.324036883848
LA RIOJA,Chamical,Polco,80,,,,,,,,,,46035020,-30.429315381022,-66.358642245667
LA RIOJA,Chilecito,Anguinan,0,,,,,,,,,,46042030,-29.206014225814,-67.458984530751
LA RIOJA,Chilecito,Chilecito,33724,SI,SI,,SI,,SI,SI,SI,SI,46042010,-29.163497857520,-67.507428499018
LA RIOJA,Chilecito,Colonia Anguinán,225,,SI,,SI,,SI,SI,,,46042020,-29.254098017157,-67.426136513409
LA RIOJA,Chilecito,Colonia Catinzaco,33,,,,,,,,,,46042030,-29.673166002036,-67.382366913223
LA RIOJA,Chilecito,Colonia Malligasta,482,,,,,,,,,,46042040,-29.202966617525,-67.400346720230
LA RIOJA,Chilecito,Colonia Vichigasta,272,,,,,SI,,,,,46042050,-29.449071638232,-67.491419873218
LA RIOJA,Chilecito,Guanchín,284,,,,,,SI,,,,46042060,-29.192725687298,-67.639275427408
LA RIOJA,Chilecito,La Puntilla,0,,,,,,,,,,46042030,-29.148469810537,-67.419124436136
LA RIOJA,Chilecito,Los Sarmientos,0,,,,,,,,,SI,46042030,-29.151746716526,-67.482601036950
LA RIOJA,Chilecito,Malligasta,1668,,,,,,SI,SI,,,46042070,-29.177202489059,-67.440831631278
LA RIOJA,Chilecito,Miranda,171,,,,,,,,,,46042080,-29.341038067945,-67.661869958831
LA RIOJA,Chilecito,Nonogasta,6937,SI,SI,,SI,SI,SI,SI,SI,SI,46042090,-29.304095943968,-67.507278462202
LA RIOJA,Chilecito,San Miguel,0,,,,,,,,,,46042030,-29.184674818415,-67.478082668281
LA RIOJA,Chilecito,San Nicolás,153,,,,,,SI,,,,46042100,-29.121763488880,-67.475895961327
LA RIOJA,Chilecito,Santa Florentina,129,,,,,,SI,,,,46042110,-29.133061580593,-67.557608178193
LA RIOJA,Chilecito,Sañogasta,1805,,,,,,SI,SI,SI,SI,46042120,-29.320373895721,-67.627795952727
LA RIOJA,Chilecito,Tilimuqui,279,,,,,,SI,,,,46042130,-29.149443867216,-67.429664575658
LA RIOJA,Chilecito,Vichigasta,3016,SI,,,SI,SI,SI,SI,SI,SI,46042140,-29.488597373724,-67.502285209780
LA RIOJA,Coronel Felipe Varela,Aicuña,219,,,,,,SI,,,,46028010,-29.477247051915,-67.772913409815
LA RIOJA,Coronel Felipe Varela,Guandacol,2525,SI,SI,,SI,SI,,SI,,SI,46028020,-29.509859321691,-68.552204539845
LA RIOJA,Coronel Felipe Varela,Los Palacios,512,,,,,,SI,,,SI,46028030,-29.371311928911,-68.227132839889
JUJUY,San Antonio,Loteo Navea,930,,,,SI,,,,,,38056020,-24.271027282057,-65.272944491585
JUJUY,San Antonio,Nuestra Señora del Rosario,40,,,,,,,,,,38056025,-24.318400000000,-65.400920000000
JUJUY,San Antonio,San Antonio,1430,SI,SI,,,SI,,SI,,,38056030,-24.367660622099,-65.333761264534
JUJUY,San Pedro,Arrayanal,855,,,,,,,,,,38063010,-24.175561261551,-64.840265899385
JUJUY,San Pedro,Arroyo Colorado,378,,,,,,,,,,38063020,-24.340373126661,-64.665540445893
JUJUY,San Pedro,Don Emilio,446,,,,,,SI,,,,38063030,-24.315469273134,-64.906666342755
JUJUY,San Pedro,El Acheral,246,,,,,,,,,,38063040,-24.409711670433,-64.810731295241
JUJUY,San Pedro,El Puesto,1166,,,,,,,,,,38063050,-24.198825499243,-64.789344163778
JUJUY,San Pedro,El Quemado,35,,,,,,,,,,38063060,-24.093396133343,-64.823874204904
JUJUY,San Pedro,La Esperanza,2164,,,,,SI,SI,,,SI,38063070,-24.222214548211,-64.836807050196
JUJUY,San Pedro,La Manga,190,,,,,,,,,,38063080,-24.191697331263,-64.846797222472
JUJUY,San Pedro,La Mendieta,3635,,,,,SI,SI,SI,SI,SI,38063090,-24.314359736408,-64.970708471956
JUJUY,San Pedro,Miraflores,183,,,,,,,,,,38063100,-24.226147679842,-64.810173552601
JUJUY,San Pedro,Palos Blancos,81,,,,,,,,,,38063110,-24.324980134623,-64.948936751992
JUJUY,San Pedro,Parapetí,874,,,,,,,,,,38063120,-24.234857985092,-64.844033654601
JUJUY,San Pedro,Piedritas,181,,,,,,,,,,38063130,-24.293113172211,-64.881220845077
JUJUY,San Pedro,Rodeito,1879,,,,,,,,SI,SI,38063140,-24.271486637195,-64.767733920134
JUJUY,San Pedro,Rosario de Río Grande,591,,,,,,SI,,,,38063150,-24.306909665655,-64.931781335433
JUJUY,San Pedro,San Antonio,325,,,,,,,,,,38063160,-24.213962514993,-64.805744323864
JUJUY,San Pedro,San Lucas,326,,,,,,SI,,SI,SI,38063170,-24.225755427293,-64.864605670640
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),59131,SI,SI,,SI,SI,SI,SI,,,38063180,-24.293007141905,-64.952450438890
JUJUY,San Pedro,Sauzal,416,,,,,,,,,,38063190,-24.299743498453,-64.957698394490
JUJUY,SANTA BARBARA,El Fuerte,512,,,,,SI,,,,SI,38070010,-24.260420872361,-64.410351107970
JUJUY,Susques,Mina Providencia,30,,,,SI,,,,,,38084050,-23.274887833165,-66.834353426860
SALTA,Grl. José de San Martín,Aguaray,10410,SI,SI,,SI,SI,SI,SI,,SI,66056010,-22.238814309346,-63.728388921081
SALTA,Grl. José de San Martín,Campamento Vespucio,1531,SI,,,SI,SI,,SI,,SI,66056020,-22.580047166221,-63.852323184490
SALTA,Grl. José de San Martín,Campichuelo,340,,,,,,,,,SI,66056030,-23.106241203446,-63.995313924643
SALTA,Grl. José de San Martín,Campo Durán,620,,,,SI,,,,,SI,66056040,-22.192519118496,-63.655616649753
SALTA,Grl. José de San Martín,Capiazuti,231,,,,,,,,,SI,66056050,-22.167338874752,-63.708620991898
SALTA,Grl. José de San Martín,Carboncito,531,,,,,,,,,,66056060,-23.259501617997,-63.802668527531
SALTA,Grl. José de San Martín,Coronel Cornejo,2672,SI,,,SI,SI,,SI,,SI,66056070,-22.736606161274,-63.821234042856
SALTA,Grl. José de San Martín,Dragones,1779,,,,SI,SI,SI,SI,,SI,66056080,-23.258186748211,-63.339055523242
SALTA,Grl. José de San Martín,Embarcación,20843,SI,SI,,SI,SI,,SI,SI,SI,66056090,-23.204213526983,-64.090081793634
SALTA,Grl. José de San Martín,General Ballivián,2071,,,,SI,SI,,,,SI,66056100,-22.927610522543,-63.852293442404
SALTA,Grl. José de San Martín,General Mosconi,15295,SI,,,SI,SI,SI,SI,SI,SI,66056110,-22.587298453187,-63.807509866284
SALTA,Grl. José de San Martín,Hickman,805,,,,,,,,,SI,66056120,-23.217488489719,-63.564362473706
SALTA,Grl. José de San Martín,Misión Chaqueña,1302,,,,,,,,,SI,66056130,-23.276141235383,-63.736180024065
SALTA,Grl. José de San Martín,Misión El Cruce  El Milagro  El Jardín de San Martín,1329,,,,,,,,SI,SI,66056140,-22.541324909733,-63.792788875937
MENDOZA,Guaymallén,BERMEJO,0,,,,SI,,,,SI,SI,50028030,-32.867449439267,-68.801598357791
MENDOZA,Guaymallén,BUENA NUEVA,0,,,,SI,SI,,,SI,SI,50028030,-32.887610360379,-68.779711364887
MENDOZA,Guaymallén,Capilla Del Rosario,0,,,,SI,,,,SI,SI,50028050,-32.905705908697,-68.775310715480
MENDOZA,Guaymallén,COLONIA SEGOVIA,0,,,,,,,,SI,SI,50028020,-32.844572073941,-68.726401500864
MENDOZA,Guaymallén,Colonia Segovia,4271,,,,SI,,SI,,SI,SI,50028020,-32.844572073941,-68.726401500864
MENDOZA,Guaymallén,DORREGO,0,,,,SI,,,,SI,SI,50028030,-32.907928407906,-68.840248758690
MENDOZA,Guaymallén,EL SAUCE,0,,,,SI,,,,SI,SI,50028030,-32.866493937014,-68.758333403969
MENDOZA,Guaymallén,GENERAL BELGRANO,0,,,,,,,,SI,SI,50028030,-32.881902643815,-68.808756854890
MENDOZA,Guaymallén,Guaymallén,252618,SI,SI,SI,SI,,SI,SI,SI,SI,50028020,-32.892528963953,-68.820068537927
MENDOZA,Guaymallén,JESUS NAZARENO,0,,,,SI,,,,SI,SI,50028050,-32.920801387390,-68.786806698255
MENDOZA,Guaymallén,KILOMETRO 11 (GUAYMALLEN),0,,,,,,,,,,50028020,-32.920761472755,-68.707118583528
MENDOZA,Guaymallén,La Primavera,189067,,,,,,SI,,,,50028030,-32.921211515173,-68.679768270856
MENDOZA,Guaymallén,LAS CAÑAS,0,,,,SI,,,,SI,SI,50028050,-32.905770214277,-68.826341214908
MENDOZA,Guaymallén,Los Corralitos,942,SI,,SI,,SI,SI,SI,SI,SI,50028040,-32.897866469334,-68.705989332655
MENDOZA,Las Heras,Panquehua,0,,,,SI,,,,SI,SI,50049040,-32.834923642542,-68.845165200789
MENDOZA,Las Heras,Papagayos,0,,,,,SI,,,SI,SI,50049040,-32.821900000000,-68.896400000000
MENDOZA,Las Heras,Polvaredas,128,,,,,,,,,,50049080,-32.819038481445,-69.709734655280
MENDOZA,Las Heras,Puente del Inca,126,,,,,SI,,,SI,SI,50049090,-32.819883558019,-69.925002049923
MENDOZA,Las Heras,Punta de Vacas,18,,,,,,,,,,50049100,-32.848806358916,-69.776300702683
MENDOZA,Las Heras,Sierras De Encalada,0,,,,,,,,SI,SI,50049040,-32.986946029170,-68.948509176727
MENDOZA,Las Heras,Uspallata,3810,SI,,SI,SI,,,SI,SI,SI,50049110,-32.595534534037,-69.358205374134
MENDOZA,Lavalle,3 de Mayo,516,,,,,,SI,SI,,SI,50056150,-32.675527945267,-68.646211303192
MENDOZA,Lavalle,Barrio Alto del Olvido,266,,,,,,,,,,50056010,-32.672779421840,-68.592247376764
MENDOZA,Lavalle,Barrio Jocolí II,163,,,,,,,,,,50056020,-32.674079308904,-68.669269621175
MENDOZA,Lavalle,Barrio La Esperanza,0,,,,,,,,,,50056040,-32.673572861289,-68.384080298137
MENDOZA,Lavalle,Barrio La Palmera,136,,,,,,,,,,50056030,-32.696932827529,-68.550621322153
MENDOZA,Lavalle,Barrio La Pega,392,,,,,,,SI,,,50056040,-32.812859004309,-68.683537322748
MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,290,,,,,,,,,,50056050,-32.611108867214,-68.571474633149
MENDOZA,Lavalle,Barrio Los Jarilleros,831,,,,,,,,,,50056060,-32.715396574066,-68.658402181948
MENDOZA,Lavalle,Barrio Los Olivos,73,SI,,,,,,SI,,,50056070,-32.697215573091,-68.329558009994
MENDOZA,Lavalle,Barrio Virgen del Rosario,211,,,,,,,,,,50056075,-32.702759716151,-68.312492190341
MENDOZA,Lavalle,Costa de Araujo,2816,,,,SI,,SI,,SI,SI,50056080,-32.756894357331,-68.408595186664
MENDOZA,Lavalle,El Paramillo,90,,,,,,,,,,50056090,-32.781308824541,-68.533683093013
MENDOZA,Lavalle,El Vergel,362,,,,,,SI,,,,50056100,-32.762313221605,-68.647601179219
MENDOZA,Lavalle,Ingeniero Gustavo André,288,,,,,,SI,,,,50056110,-32.682400204316,-68.326896907383
MENDOZA,Lavalle,Jocolí,684,,,,,,SI,,,,50056120,-32.612541051004,-68.679040896796
MENDOZA,Lavalle,Jocolí Viejo,422,,,,,,SI,,,,50056130,-32.727462341501,-68.660231957553
MENDOZA,Luján de Cuyo,Agrelo,2147,SI,,,SI,,SI,SI,SI,SI,50063010,-33.117384443998,-68.896023535183
MENDOZA,Luján de Cuyo,Barrio Adina I Y Ii,0,,,,,,,,SI,SI,50063060,-33.064938817383,-68.887701493211
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,371,,,,SI,,SI,,,SI,50063020,-33.075328228047,-68.925040404334
MENDOZA,Luján de Cuyo,Cacheuta,636,SI,,,,,SI,SI,SI,SI,50063030,-33.036710441332,-69.115906827882
MENDOZA,Luján de Cuyo,CARRODILLA,0,,,,SI,,SI,,SI,SI,50063060,-32.977657828575,-68.852439464961
MENDOZA,Luján de Cuyo,CHACRAS DE CORIA,0,,,,SI,,SI,,SI,SI,50063060,-32.989903206281,-68.891367918528
MENDOZA,Luján de Cuyo,Costa Flores,297,,,,SI,,SI,,SI,SI,50063040,-33.070518450406,-68.934321486820
MENDOZA,Luján de Cuyo,El Carmelo,0,,,,,,,,,,50063050,-32.955111121867,-69.281192394514
MENDOZA,Luján de Cuyo,El Carrizal,344,,,,,,SI,,,SI,50063050,-33.303743355719,-68.755495196849
MENDOZA,Luján de Cuyo,El Salto,297,,,,,,SI,SI,,,50063060,-32.899478176000,-69.333648443193
MENDOZA,Luján de Cuyo,La Puntilla,0,,,,SI,,SI,,,,50063060,-32.960971386017,-68.872332387637
MENDOZA,Luján de Cuyo,Las Carditas,0,,,,,,,,,,50063050,-32.955111121867,-69.281192394514
MENDOZA,Luján de Cuyo,Las Compuertas,827,SI,,SI,,,SI,SI,,SI,50063070,-33.034395363821,-68.975720142859
MENDOZA,Luján de Cuyo,Las Vegas,450,,,,,,SI,SI,,,50063080,-33.005878862017,-69.276400220034
MENDOZA,Luján de Cuyo,Los Manantiales,0,,,,,,,,SI,SI,50063050,-32.899012800847,-69.334086897984
MENDOZA,Guaymallén,PEDRO MOLINA,0,,,,SI,,,,SI,SI,50028030,-32.874982607042,-68.828774394234
MENDOZA,Guaymallén,Puente de Hierro,7524,SI,,SI,,,SI,SI,SI,SI,50028050,-32.859699652844,-68.688963069589
MENDOZA,Guaymallén,RODEO DE LA CRUZ,0,,,,SI,SI,,,SI,SI,50028010,-32.923387638060,-68.748403767999
MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,0,,,,SI,,,,SI,SI,50028050,-32.917642579321,-68.812747772695
MENDOZA,Guaymallén,San Jose,0,,,,SI,,,,SI,SI,50028030,-32.887910080091,-68.833607716794
MENDOZA,Guaymallén,VILLA NUEVA,0,,,,,,,,SI,SI,50028030,-32.901042089270,-68.803145831055
MENDOZA,Junín,ALTO VERDE,0,,,,,,,,,,50035050,-33.154527640000,-68.355910090000
MENDOZA,Junín,Ingeniero Giagnoni,594,SI,,SI,SI,,SI,SI,SI,SI,50035010,-33.124774845919,-68.420892588750
MENDOZA,Junín,Junín,6324,SI,,SI,SI,,SI,SI,SI,SI,50035020,-33.145086990589,-68.492115601244
MENDOZA,Junín,La Colonia,9403,,,,SI,SI,SI,,SI,SI,50035030,-33.092799476293,-68.487495726984
MENDOZA,Junín,Los Barriales,4572,SI,,SI,,,SI,SI,SI,SI,50035040,-33.101040515636,-68.567527971482
MENDOZA,Junín,Medrano,817,,,,,,SI,,,,50035050,-33.176291228413,-68.623169547422
MENDOZA,Junín,Phillips,894,,,,,,SI,SI,,,50035060,-33.203250714238,-68.383229547814
MENDOZA,Junín,Rodríguez Peña,751,,,,,,SI,SI,,SI,50035070,-33.121151922036,-68.604680021501
MENDOZA,La Paz,Desaguadero,424,,,,,,,SI,SI,SI,50042010,-33.405226576940,-67.164166435720
MENDOZA,La Paz,La Paz,7872,SI,,,SI,,,SI,SI,SI,50042020,-33.461019318413,-67.559578527044
MENDOZA,La Paz,Villa Antigua,311,,,,,,,,,,50042030,-33.464515641053,-67.605578504358
MENDOZA,Las Heras,Blanco Encalada,555,,,,,,,SI,,,50049010,-33.035548537629,-69.006531589709
MENDOZA,Las Heras,Capdeville,5103,,,,,,,,,SI,50049040,-32.724877928887,-68.908558485617
