Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,18899,SI,,,SI,SI,,SI,SI,SI,66056200,-22.054263441910,-63.687282964967
SALTA,Grl. José de San Martín,Recaredo,108,,,,,,,,,,66056080,-22.449765209117,-63.885619215536
SALTA,Grl. José de San Martín,Tartagal,63196,SI,SI,,SI,SI,SI,SI,SI,SI,66056220,-22.509864509945,-63.797047299610
SALTA,Grl. José de San Martín,Tobantirenda,849,,,,SI,,,,,,66056230,-22.138332471690,-63.706181967591
SALTA,Grl. José de San Martín,Tranquitas,1052,,,,,,,,,,66056240,-22.407617415876,-63.768139938790
SALTA,Grl. José de San Martín,Yacuy,1686,,,,SI,,,,,SI,66056250,-22.376576986864,-63.765430490379
SALTA,Guachipas,Guachipas,2073,,,,SI,SI,SI,SI,,SI,66063010,-25.523548472446,-65.518764450114
SALTA,Iruya,Iruya,1523,,,,SI,,SI,,,,66070010,-22.778915876579,-65.206359813637
SALTA,Iruya,Isla de Cañas,1295,,,,,,SI,,,SI,66070020,-22.886420025290,-64.657375719220
SALTA,Iruya,Pueblo Viejo,155,,,,SI,,,,,,66070030,-22.826343023469,-65.201835675562
SALTA,La Caldera,La Caldera,2186,,,,SI,SI,SI,SI,SI,SI,66077010,-24.604948623422,-65.382337730299
SALTA,La Caldera,Vaqueros,4575,SI,,,SI,,SI,SI,SI,SI,66077020,-24.694521192020,-65.402694418715
SALTA,La Candelaria,El Jardín,1221,,,,SI,SI,,SI,,SI,66084010,-26.093883419979,-65.413841562390
SALTA,Metán,Metán Viejo,377,,,,SI,SI,,,,SI,66112050,-25.541803951799,-64.984938508788
SALTA,Metán,Presa El Tunal,518,,,,,,,,,,66112020,-25.265264577151,-64.406104222715
SALTA,Metán,Río Piedras,1420,SI,,,SI,SI,,SI,SI,SI,66112070,-25.321181876118,-64.917329424853
SALTA,Metán,San José de Metán,28295,SI,SI,,SI,SI,,SI,SI,SI,66112040,-25.507720537715,-64.982124540930
SALTA,Metán,San José de Orquera,155,,,,SI,,,,,,66112080,-25.278309416537,-64.085056164847
SALTA,Molinos,La Puerta,386,,,,,,,,,,66119010,-25.280453814951,-66.450839656650
SALTA,Molinos,Molinos,1183,SI,,,SI,,SI,SI,,SI,66119020,-25.444243293757,-66.308850089425
SALTA,Molinos,Seclantás,560,,,,SI,SI,SI,SI,,SI,66119030,-25.330509957445,-66.248446622861
SALTA,Orán,Aguas Blancas,2395,,,,,SI,SI,SI,,SI,66126010,-22.724561190224,-64.346319220401
SALTA,Orán,Colonia Santa Rosa,15562,,SI,,,SI,SI,SI,SI,SI,66126020,-23.388595720318,-64.423433322949
SALTA,Orán,El Tabacal,1143,,SI,,SI,,,SI,,SI,66126030,-23.250027036109,-64.244505893839
SALTA,Orán,Hipólito Yrigoyen,10196,SI,SI,,SI,SI,SI,SI,SI,SI,66126040,-23.238270247907,-64.271812536011
SALTA,Orán,La Misión,0,,,,,,,,,,66126010,-23.315462903347,-64.407709205657
SALTA,Orán,Pichanal,22439,SI,SI,,SI,SI,,SI,SI,SI,66126060,-23.313389652510,-64.219751841333
SANTA FE,General López,Maggiolo,1701,SI,,,,,SI,SI,SI,SI,82042170,-33.724423630842,-62.247839185632
SANTA FE,General López,María Teresa,3523,SI,SI,,,,SI,SI,SI,SI,82042180,-34.006284982856,-61.900439675435
SANTA FE,General López,Melincué (Est. San Urbano),2139,,,,,,SI,SI,SI,SI,82042190,-33.661914426224,-61.457688740809
SANTA FE,General López,Miguel Torres,373,,SI,,,,,,,,82042200,-33.529950262040,-61.466206873128
SANTA FE,General López,Murphy,3630,,,,SI,,,SI,SI,SI,82042210,-33.642862368597,-61.857797469102
SANTA FE,General López,Rufino,18727,SI,SI,,SI,,,SI,SI,SI,82042220,-34.263609841403,-62.711703884493
SANTA FE,General López,San Eduardo,928,SI,,,SI,,,SI,,SI,82042230,-33.872397013066,-62.091715830771
SANTA FE,General López,San Francisco de Santa Fe,279,,,,SI,SI,,SI,,SI,82042240,-33.590540004019,-62.124469393314
SANTA FE,General López,San Gregorio,4291,SI,,,SI,,SI,SI,SI,SI,82042250,-34.326518654755,-62.037952969388
SANTA FE,General López,Sancti Spiritu,3433,SI,,,SI,SI,SI,SI,SI,SI,82042260,-34.009528559936,-62.242450343816
SAN JUAN,Sarmiento,Cienaguita,438,,,,SI,,SI,,,,70105020,-32.076338133997,-68.690762577729
SAN JUAN,Sarmiento,Colonia Fiscal,607,,,,,,,,,,70105030,-31.902743726450,-68.469658867322
SAN JUAN,Sarmiento,Divisadero,413,,,,,,SI,SI,,SI,70105040,-32.010498435858,-68.690486101800
SAN JUAN,Sarmiento,Guanacache,200,,,,,,SI,SI,,SI,70105050,-32.075381327139,-68.585695057269
SAN JUAN,Sarmiento,Las Lagunas,298,,,,,SI,,,SI,SI,70105060,-32.044377541921,-68.377899022965
SAN JUAN,Sarmiento,Los Berros,3783,,,,SI,,SI,SI,SI,SI,70105070,-31.951457638324,-68.651094129804
SAN JUAN,Sarmiento,Pedernal,537,,,,,,SI,,,SI,70105080,-31.995007702971,-68.759087486112
SAN JUAN,Sarmiento,Punta del Médano,576,,,,,,SI,SI,,SI,70105090,-31.894604329114,-68.418310490561
SAN JUAN,Sarmiento,Villa Media Agua,7983,,,,SI,,SI,SI,SI,SI,70105100,-31.981002262495,-68.427002917724
SAN JUAN,Ullum,Villa Ibáñez,4421,,,SI,,,SI,SI,SI,SI,70112010,-31.465938511181,-68.735333802812
SAN JUAN,Valle Fértil,Astica,740,,,,,,SI,SI,SI,SI,70119010,-30.953885086402,-67.300635140698
SAN JUAN,Valle Fértil,Balde del Rosario,93,,,,,,,SI,,,70119020,-30.320715178732,-67.695196917740
SAN JUAN,Valle Fértil,Chucuma,123,,,,,,,,SI,,70119030,-31.068886156195,-67.278828908557
SAN JUAN,Valle Fértil,Los Baldecitos,53,,,,,,,SI,SI,SI,70119040,-30.224188842948,-67.701421030543
SAN JUAN,Valle Fértil,Usno,339,,,,,,,,,,70119050,-30.564005349810,-67.540327100629
SAN JUAN,Valle Fértil,Villa San Agustín,4423,,,,SI,SI,SI,SI,,SI,70119060,-30.636708479621,-67.465059860390
SAN JUAN,Zonda,Villa Basilio Nievas,4539,,,,,,SI,SI,SI,SI,70133010,-31.543878931951,-68.740775881565
SAN LUIS,Ayacucho,Balde De Los Torres,0,,,,,,,,,,74007070,-32.027328415415,-66.102316205503
SAN LUIS,Ayacucho,Balde Del Carmen,0,,,,,,,,,,74007010,-32.278129760000,-66.161729420000
SAN LUIS,Ayacucho,Balde Retamo,0,,,,,,,,,,74007070,-32.107183760746,-65.959128336450
SAN LUIS,Ayacucho,Baldecito De La Pampa,0,,,,,,,,,,74007010,-32.348253430000,-66.202474770000
SAN LUIS,Ayacucho,Candelaria,2729,,,,,,SI,SI,,SI,74007010,-32.060749113447,-65.827691371603
SAN LUIS,Ayacucho,Carpinteria,0,,,,,,,,,,74007010,-32.554761570000,-66.092368420000
SAN LUIS,Ayacucho,El Calden,0,,,,,,,,,,74007070,-31.901352904155,-65.854548179696
SAN LUIS,Ayacucho,El Injerto,0,,,,,,,,,,74007070,-32.228159450000,-65.691913270000
SAN LUIS,Ayacucho,El Rincon,0,,,,,,,,,,74007010,-32.655652100000,-66.201613870000
SAN LUIS,Ayacucho,El Vinagrillo,0,,,,,,,,,,74007010,-32.401857300000,-66.023622810000
SAN LUIS,Ayacucho,El Zapallar,0,,,,,,,,,,74007070,-32.283511440000,-65.802279720000
SAN LUIS,Ayacucho,La Aguada,0,,,,,,,,,,74007070,-32.280280970000,-65.835538520000
SAN LUIS,Ayacucho,La Avenencia,0,,,,,,,,,,74007010,-32.245017810000,-66.412379170000
SAN LUIS,Ayacucho,La Botija,0,,,,,,,,,,74007010,-32.237795120000,-66.578956420000
SAN LUIS,Ayacucho,La Brea,0,,,,,,,,,,74007070,-32.218073280756,-65.874884266365
SAN LUIS,Ayacucho,La Majada,0,,,,,,SI,,,,74007010,-32.529882903121,-66.042903251005
SAN LUIS,Ayacucho,La Represita,0,,,,,,,,,,74007070,-32.161153240477,-65.684074966391
SAN LUIS,Ayacucho,La Salvadora,0,,,,,,,,,,74007010,-32.286201780000,-66.732734000000
SAN LUIS,Ayacucho,Las Chacras,0,,,,,,,,,,74007010,-32.635477620000,-66.140257920000
SAN LUIS,Ayacucho,Las Chimbas,0,,,,,,,,,,74007050,-32.156517718458,-66.551114261329
SAN LUIS,Ayacucho,Las Lagunitas,0,,,,,,,,,,74007070,-32.027537840000,-66.240329710000
SAN LUIS,Ayacucho,Leandro N. Alem,379,,,,,,SI,,,,74007030,-32.104782104492,-65.962112426758
SAN LUIS,Ayacucho,Lomas Blancas,0,,,,,,SI,,,,74007010,-32.333862905121,-66.471676532356
SAN LUIS,Ayacucho,Los Quemados,0,,,,,,,,,,74007070,-31.891607758334,-65.731320177862
SAN LUIS,Ayacucho,Luján,2016,,,,,,SI,SI,,,74007040,-32.366034905848,-65.942543997546
SAN LUIS,Ayacucho,Pampa Grande,0,,,,SI,,,,,,74007010,-32.372422472328,-66.307754866859
SAN LUIS,Ayacucho,Pozo Del Molle,0,,,,,,,,,,74007010,-32.539916540000,-66.149699800000
SAN LUIS,Ayacucho,Quines,7459,,,,,SI,SI,,,SI,74007050,-32.233082236503,-65.805632996932
SAN LUIS,Ayacucho,Río Juan Gómez,0,,,,,,SI,,,,74007010,-32.603889000000,-66.086944000000
SAN LUIS,Ayacucho,Rodeo De Cadenas,0,,,,,,,,,,74007010,-32.701562961478,-66.190087334916
SAN LUIS,Belgrano,Villa de la Quebrada,523,,,,SI,,SI,,,,74014030,-33.016174193268,-66.292046480638
SAN LUIS,Belgrano,Villa General Roca,162,,,,SI,,SI,,,,74014040,-32.666192563076,-66.452401017808
SAN LUIS,Chacabuco,Balcarce,0,,,,,,,,,,74028030,-32.563397621756,-65.031530744683
SAN LUIS,Chacabuco,Colonia Zubelzu,0,,,,,,,,,,74028020,-33.018551460000,-65.131489330000
SAN LUIS,Chacabuco,Concarán,5119,,,,,SI,SI,,SI,SI,74028010,-32.560727518029,-65.245280607665
SAN LUIS,Chacabuco,Cortaderas,822,,,,SI,,SI,SI,SI,SI,74028020,-32.507650424581,-64.986965515943
SAN LUIS,Chacabuco,El Algarrobal,0,,,,SI,,,,,,74028020,-32.711439392494,-65.467194707039
SAN LUIS,Chacabuco,El Churrasco,0,,,,,,,,,,74028080,-32.604798510000,-65.188706220000
SAN LUIS,Chacabuco,El Recuerdo,0,,,,,,,,,,74028030,-32.708953402505,-65.001286013193
SAN LUIS,Chacabuco,El Sauce,0,,,,,,,,,,74028080,-32.522483190000,-65.235781250000
SAN LUIS,Chacabuco,El Sifon,0,,,,,,,,,,74028080,-32.585193407975,-65.237761130389
SAN LUIS,Chacabuco,El Tala,0,,,,,,,,,,74028020,-32.934607540000,-65.157131080000
SAN LUIS,Chacabuco,La Celestina,0,,,,,,,,,,74028020,-32.843526090000,-65.215049780000
SAN LUIS,Chacabuco,Las Rosas,0,,,,,,,,,,74028030,-32.602006000000,-65.053706030000
SAN LUIS,Chacabuco,Naschel,3543,,,,,,SI,SI,,SI,74028030,-32.916821593722,-65.375547681270
SAN LUIS,Chacabuco,Papagayos,433,,,,,,SI,,,,74028040,-32.678640543700,-64.988179522368
